epoch,client_count,active_client_count,active_edge_count,client_vote_consensus_ratio,active_client_vote_consensus_ratio,within_edge_vote_consensus_ratio,edge_vote_consensus_ratio,client_vote_entropy_norm,client_label_consensus_score,active_client_vote_entropy_norm,active_client_label_consensus_score,edge_vote_entropy_norm,edge_label_consensus_score,client_probability_divergence_gjs,client_probability_consensus_score,active_client_probability_divergence_gjs,active_client_probability_consensus_score,within_edge_probability_divergence_gjs,within_edge_probability_consensus_score,edge_probability_divergence_gjs,edge_probability_consensus_score,client_cloud_js_divergence,client_cloud_alignment_score,edge_cloud_js_divergence,edge_cloud_alignment_score,client_cloud_label_agreement,edge_cloud_label_agreement,majority_cloud_label_match,client_mean_confidence,cloud_confidence,cloud_entropy_norm,cloud_margin,majority_label,cloud_predicted_label,true_label,soft_consensus,strong_consensus,cloud_correct,correct_soft_consensus,wrong_soft_consensus,correct_strong_consensus,wrong_strong_consensus,train_acc,train_loss,test_acc,test_loss
98,37,35,5,0.9729729730,0.9714285714,0.9714285714,1.0000000000,0.0539614531,0.9460385469,0.0563456678,0.9436543322,-0.0000000000,1.0000000000,0.0754843276,0.9245156724,0.0781206622,0.9218793378,0.0542879290,0.9457120710,0.0009048082,0.9990951918,0.0420965795,0.9579034205,0.0008205861,0.9991794139,0.9729729730,1.0000000000,1,0.9271374095,0.9956273949,0.0158871863,0.9947508572,1,1,,1,1,,,,,,0.9091333333,0.2899220244,0.9126000000,0.2771325386
99,37,16,2,0.4324324324,0.5625000000,0.5625000000,0.5000000000,0.6497034517,0.3502965483,0.5402695864,0.4597304136,0.3010299957,0.6989700043,0.2079371850,0.7920628150,0.1997262278,0.8002737722,0.1728349568,0.8271650432,0.1414183200,0.8585816800,0.2157680494,0.7842319506,0.1471609042,0.8528390958,0.4324324324,0.5000000000,1,0.5598481986,0.6750271524,0.4407482356,0.5320969213,1,1,,0,0,,,,,,0.9059500000,0.3015289795,0.9086000000,0.2866044866
100,37,33,5,0.9459459459,0.9393939394,0.9393939394,1.0000000000,0.0913249256,0.9086750744,0.0992935611,0.9007064389,-0.0000000000,1.0000000000,0.1098348244,0.8901651756,0.1093363822,0.8906636178,0.0803268704,0.9196731296,0.0023557800,0.9976442200,0.0740312466,0.9259687534,0.0026309751,0.9973690249,0.9459459459,1.0000000000,1,0.8749894845,0.9890285345,0.0345795046,0.9847249993,1,1,,1,1,,,,,,0.9079166667,0.2908858153,0.9115000000,0.2783772396
101,37,14,3,0.8648648649,0.7857142857,0.7857142857,1.0000000000,0.2013628248,0.7986371752,0.2848866408,0.7151133592,-0.0000000000,1.0000000000,0.1056739054,0.8943260946,0.1181887052,0.8818112948,0.0788632997,0.9211367003,0.0010315483,0.9989684517,0.0726207955,0.9273792045,0.0012621662,0.9987378338,0.8648648649,1.0000000000,1,0.8954876373,0.9950699815,0.0171950475,0.9932439425,1,1,,1,1,,,,,,0.9100000000,0.2875494490,0.9162000000,0.2721555959
102,37,19,5,0.7297297297,0.7368421053,0.7368421053,1.0000000000,0.3649625587,0.6350374413,0.3589032713,0.6410967287,-0.0000000000,1.0000000000,0.2259474415,0.7740525585,0.2113664091,0.7886335909,0.1244060278,0.8755939722,0.0175754492,0.9824245508,0.1619814673,0.8380185327,0.0145801355,0.9854198645,0.7297297297,1.0000000000,1,0.8726974893,0.9936598889,0.0200267187,0.9895337766,1,1,,1,0,,,,,,0.9079000000,0.2912328251,0.9128000000,0.2764543288
103,37,37,5,0.6756756757,0.6756756757,0.6756756757,1.0000000000,0.4547870238,0.5452129762,0.4547870238,0.5452129762,-0.0000000000,1.0000000000,0.3821208522,0.6178791478,0.3821208522,0.6178791478,0.3139119672,0.6860880328,0.0167620377,0.9832379623,0.2920937044,0.7079062956,0.0149823777,0.9850176223,0.6756756757,1.0000000000,1,0.8753491149,0.9850495775,0.0382265888,0.9726292060,8,8,,1,0,,,,,,0.9128166667,0.2788135458,0.9166000000,0.2664250277
104,37,37,3,0.9729729730,0.9729729730,0.9729729730,1.0000000000,0.0539614531,0.9460385469,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,0.0946422887,0.9053577113,0.0946422887,0.9053577113,0.0805199905,0.9194800095,0.0039991292,0.9960008708,0.0630338901,0.9369661099,0.0034230910,0.9965769090,0.9729729730,1.0000000000,1,0.8726077329,0.9869764525,0.0396575260,0.9819856871,1,1,,1,1,,,,,,0.9133333333,0.2771963664,0.9171000000,0.2648869889
105,37,37,4,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0405078773,0.9594921227,0.0405078773,0.9594921227,0.0296018497,0.9703981503,0.0003617472,0.9996382528,0.0230045481,0.9769954519,0.0003851109,0.9996148891,1.0000000000,1.0000000000,1,0.9535383573,0.9979588296,0.0079352250,0.9972852990,1,1,,1,1,,,,,,0.9142666667,0.2745474839,0.9185000000,0.2619668776
106,37,36,6,0.9459459459,0.9444444444,0.9444444444,1.0000000000,0.1075968172,0.8924031828,0.1099057458,0.8900942542,-0.0000000000,1.0000000000,0.0821545258,0.9178454742,0.0838229694,0.9161770306,0.0508630795,0.9491369205,0.0004473470,0.9995526530,0.0397243976,0.9602756024,0.0004168833,0.9995831167,0.9459459459,1.0000000000,1,0.9543627467,0.9997985572,0.0009442461,0.9996841243,6,6,,1,1,,,,,,0.9149333333,0.2732008297,0.9185000000,0.2611180968
107,37,27,6,0.6486486486,0.5925925926,0.6296296296,1.0000000000,0.4971147030,0.5028852970,0.5437752558,0.4562247442,-0.0000000000,1.0000000000,0.2284935090,0.7715064910,0.2447918856,0.7552081144,0.1764652698,0.8235347302,0.0543753536,0.9456246464,0.1803183787,0.8196816213,0.0451567689,0.9548432311,0.6486486486,1.0000000000,1,0.6543229024,0.7633617987,0.4206260806,0.6924823461,1,1,,0,0,,,,,,0.9123000000,0.2776732342,0.9159000000,0.2652535712
108,37,37,5,0.6756756757,0.6756756757,0.6756756757,1.0000000000,0.3896994571,0.6103005429,0.3896994571,0.6103005429,-0.0000000000,1.0000000000,0.2149799864,0.7850200136,0.2149799864,0.7850200136,0.1829932441,0.8170067559,0.0168153510,0.9831846490,0.1762103377,0.8237896623,0.0142907810,0.9857092190,0.6756756757,1.0000000000,1,0.8184342606,0.9305018394,0.1431273926,0.8955477683,5,5,,1,0,,,,,,0.9147833333,0.2731439876,0.9183000000,0.2610579012
109,37,34,6,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0478899832,0.9521100168,0.0506743719,0.9493256281,0.0397343647,0.9602656353,0.0037027683,0.9962972317,0.0315245390,0.9684754610,0.0038419899,0.9961580101,1.0000000000,1.0000000000,1,0.9175842216,0.9825514284,0.0515120063,0.9771872130,1,1,,1,1,,,,,,0.9137000000,0.2740583878,0.9173000000,0.2620113756
110,37,20,5,0.9729729730,0.9500000000,0.9500000000,1.0000000000,0.0539614531,0.9460385469,0.0862140748,0.9137859252,-0.0000000000,1.0000000000,0.0693002692,0.9306997308,0.0775079820,0.9224920180,0.0404686792,0.9595313208,0.0142822662,0.9857177338,0.0435540277,0.9564459723,0.0110086659,0.9889913341,0.9729729730,1.0000000000,1,0.9175260015,0.9946390149,0.0185355598,0.9929795989,1,1,,1,1,,,,,,0.9136500000,0.2758396182,0.9171000000,0.2622788034
111,37,33,6,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0436178839,0.9563821161,0.0462662195,0.9537337805,0.0343116307,0.9656883693,0.0029262769,0.9970737231,0.0274668001,0.9725331999,0.0024391470,0.9975608530,1.0000000000,1.0000000000,1,0.9279436764,0.9840912937,0.0467052629,0.9776403457,1,1,,1,1,,,,,,0.9135500000,0.2738632411,0.9162000000,0.2622053771
112,37,0,0,1.0000000000,,,,-0.0000000000,1.0000000000,,,,,0.0897031795,0.9102968205,,,,,,,0.0591924097,0.9408075903,,,1.0000000000,,1,0.8797163231,0.9888741200,0.0355123220,0.9855841102,1,1,,1,1,,,,,,0.9135500000,0.2738632411,0.9162000000,0.2622053771
113,37,34,5,0.9729729730,0.9705882353,0.9705882353,1.0000000000,0.0539614531,0.9460385469,0.0576271519,0.9423728481,-0.0000000000,1.0000000000,0.0729698899,0.9270301101,0.0770351334,0.9229648666,0.0643694485,0.9356305515,0.0009169468,0.9990830532,0.0435666506,0.9564333494,0.0008678656,0.9991321344,0.9729729730,1.0000000000,1,0.9224152463,0.9974577314,0.0096994574,0.9967878523,1,1,,1,1,,,,,,0.9143833333,0.2716875703,0.9177000000,0.2597965209
114,37,32,5,0.9729729730,0.9687500000,0.9687500000,1.0000000000,0.0539614531,0.9460385469,0.0603933374,0.9396066626,-0.0000000000,1.0000000000,0.0810481758,0.9189518242,0.0816564041,0.9183435959,0.0653619079,0.9346380921,0.0016709207,0.9983290793,0.0484066174,0.9515933826,0.0018714187,0.9981285813,0.9729729730,1.0000000000,1,0.9138293984,0.9940517064,0.0197535994,0.9914713120,1,1,,1,1,,,,,,0.9145000000,0.2716111301,0.9175000000,0.2599934445
115,37,27,3,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0533460897,0.9466539103,0.0529689097,0.9470310903,0.0456168019,0.9543831981,0.0003307939,0.9996692061,0.0300976759,0.9699023241,0.0002760850,0.9997239150,1.0000000000,1.0000000000,1,0.9395861689,0.9960425365,0.0142389932,0.9949402903,1,1,,1,1,,,,,,0.9147166667,0.2692576386,0.9180000000,0.2574267470
116,37,15,3,0.9459459459,1.0000000000,1.0000000000,1.0000000000,0.0913249256,0.9086750744,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.1296414224,0.8703585776,0.0847350756,0.9152649244,0.0604546180,0.9395453820,0.0016213823,0.9983786177,0.1010923353,0.8989076647,0.0015426185,0.9984573815,0.9459459459,1.0000000000,1,0.8289812666,0.9837153772,0.0479893555,0.9765663503,1,1,,1,1,,,,,,0.9142166667,0.2760555263,0.9174000000,0.2629366349
117,37,35,5,0.7297297297,0.7142857143,0.7142857143,1.0000000000,0.4036480659,0.5963519341,0.4186347890,0.5813652110,-0.0000000000,1.0000000000,0.3144369695,0.6855630305,0.3236064264,0.6763935736,0.2663235473,0.7336764527,0.0174239606,0.9825760394,0.2433803812,0.7566196188,0.0131473596,0.9868526404,0.7297297297,1.0000000000,1,0.8622838570,0.9824009663,0.0440873893,0.9686482337,4,4,,1,0,,,,,,0.9188000000,0.2610392262,0.9218000000,0.2497972750
118,37,30,6,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0503431349,0.9496568651,0.0541357842,0.9458642158,0.0315971535,0.9684028465,0.0042706776,0.9957293224,0.0302590483,0.9697409517,0.0033668684,0.9966331316,1.0000000000,1.0000000000,1,0.9389223044,0.9967432197,0.0121239969,0.9959579046,1,1,,1,1,,,,,,0.9174166667,0.2639451248,0.9192000000,0.2528120539
119,37,31,5,0.8378378378,0.8387096774,0.8387096774,1.0000000000,0.2413114528,0.7586885472,0.2390155389,0.7609844611,-0.0000000000,1.0000000000,0.1437549994,0.8562450006,0.1288491640,0.8711508360,0.1023054609,0.8976945391,0.0062081449,0.9937918551,0.1125030339,0.8874969661,0.0055063096,0.9944936904,0.8378378378,1.0000000000,1,0.8628635807,0.9824870121,0.0468994771,0.9733406301,5,5,,1,1,,,,,,0.9164166667,0.2641071734,0.9193000000,0.2526990291
120,37,10,3,0.8108108108,0.8000000000,0.8000000000,0.6666666667,0.2443491526,0.7556508474,0.2173220113,0.7826779887,0.2764345909,0.7235654091,0.1805094778,0.8194905222,0.1761995660,0.8238004340,0.0950013442,0.9049986558,0.0988192312,0.9011807688,0.1232408385,0.8767591615,0.0941528317,0.9058471683,0.8108108108,0.6666666667,1,0.8466929517,0.9012264837,0.1825607689,0.8357623282,1,1,,1,1,,,,,,0.9071500000,0.2986543920,0.9109000000,0.2873971690
121,37,21,4,0.9729729730,1.0000000000,1.0000000000,1.0000000000,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0833978993,0.9166021007,0.0668916544,0.9331083456,0.0485267085,0.9514732915,0.0041985993,0.9958014007,0.0551697333,0.9448302667,0.0047132236,0.9952867764,0.9729729730,1.0000000000,1,0.8924223443,0.9920643363,0.0268667430,0.9905294762,1,1,,1,1,,,,,,0.9085500000,0.2817567430,0.9121000000,0.2685045762
122,37,20,3,0.9729729730,1.0000000000,1.0000000000,1.0000000000,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0795895284,0.9204104716,0.0525953358,0.9474046642,0.0430988014,0.9569011986,0.0038840340,0.9961159660,0.0524985320,0.9475014680,0.0038852230,0.9961147770,0.9729729730,1.0000000000,1,0.8948235729,0.9903303096,0.0303842605,0.9859690252,1,1,,1,1,,,,,,0.9173833333,0.2644216983,0.9202000000,0.2517882172
123,37,33,5,0.3783783784,0.3939393939,0.4545454545,1.0000000000,0.6498926342,0.3501073658,0.6369973921,0.3630026079,-0.0000000000,1.0000000000,0.2911188912,0.7088811088,0.2942364234,0.7057635766,0.2303941990,0.7696058010,0.0822118774,0.9177881226,0.2640666192,0.7359333808,0.0804696725,0.9195303275,0.3783783784,1.0000000000,1,0.6642675138,0.6547000267,0.4614151206,0.5132921993,6,6,,0,0,,,,,,0.9159666667,0.2639590110,0.9195000000,0.2526816482
124,37,7,1,0.7837837838,0.7142857143,0.7142857143,,0.2918227546,0.7081772454,0.2598251810,0.7401748190,,,0.2318029816,0.7681970184,0.1622772317,0.8377227683,0.1622772317,0.8377227683,,,0.1807951062,0.8192048938,0.0000000000,1.0000000000,0.7837837838,1.0000000000,1,0.8813926341,0.8403006349,0.2223106643,0.7002953319,4,4,,1,0,,,,,,0.8862166667,0.3381141863,0.8913000000,0.3234134427
125,37,19,4,0.8648648649,0.8421052632,0.8421052632,1.0000000000,0.1719949855,0.8280050145,0.1894228911,0.8105771089,-0.0000000000,1.0000000000,0.1379410875,0.8620589125,0.1382293642,0.8617706358,0.1034446127,0.8965553873,0.0014051789,0.9985948211,0.0973169595,0.9026830405,0.0013336656,0.9986663344,0.8648648649,1.0000000000,1,0.8985185112,0.9978973996,0.0080213098,0.9970053658,1,1,,1,1,,,,,,0.9176166667,0.2618245077,0.9212000000,0.2496661459
126,37,37,4,0.9459459459,0.9459459459,0.9459459459,1.0000000000,0.0913249256,0.9086750744,0.0913249256,0.9086750744,-0.0000000000,1.0000000000,0.1434987930,0.8565012070,0.1434987930,0.8565012070,0.1125228746,0.8874771254,0.0033962378,0.9966037622,0.0915895445,0.9084104555,0.0029698944,0.9970301056,0.9459459459,1.0000000000,1,0.8677903484,0.9912455417,0.0270912945,0.9860649379,1,1,,1,1,,,,,,0.9203166667,0.2534412207,0.9246000000,0.2421425731
127,37,35,6,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0202377404,0.9797622596,0.0209994410,0.9790005590,0.0125878086,0.9874121914,0.0042997171,0.9957002829,0.0121513741,0.9878486259,0.0031299875,0.9968700125,1.0000000000,1.0000000000,1,0.9714219870,0.9968787855,0.0116464939,0.9957223534,1,1,,1,1,,,,,,0.9206666667,0.2528810769,0.9236000000,0.2417287015
128,37,20,4,0.8108108108,0.8500000000,0.8500000000,1.0000000000,0.2760804359,0.7239195641,0.1835802243,0.8164197757,-0.0000000000,1.0000000000,0.1720479397,0.8279520603,0.1442752896,0.8557247104,0.1123876694,0.8876123306,0.0131068030,0.9868931970,0.1214398007,0.8785601993,0.0121745437,0.9878254563,0.8108108108,1.0000000000,1,0.8303862882,0.9498263471,0.1166124690,0.9261081859,5,5,,1,1,,,,,,0.9212833333,0.2523545294,0.9254000000,0.2404819834
129,37,23,5,0.8918918919,0.9130434783,0.9130434783,1.0000000000,0.1813076701,0.8186923299,0.1544841321,0.8455158679,-0.0000000000,1.0000000000,0.1182562272,0.8817437728,0.0943784736,0.9056215264,0.0605097470,0.9394902530,0.0055488849,0.9944511151,0.0718093201,0.9281906799,0.0046459666,0.9953540334,0.8918918919,1.0000000000,1,0.9084645916,0.9788949694,0.0468397469,0.9588749068,6,6,,1,1,,,,,,0.9121500000,0.2732274946,0.9152000000,0.2619519034
130,37,27,4,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0751190737,0.9248809263,0.0745014332,0.9254985668,0.0442949614,0.9557050386,0.0027576457,0.9972423543,0.0466406026,0.9533593974,0.0028118954,0.9971881046,1.0000000000,1.0000000000,1,0.9048235629,0.9904192278,0.0312971805,0.9878684684,1,1,,1,1,,,,,,0.9188166667,0.2551626185,0.9216000000,0.2438858487
131,37,8,3,0.9189189189,0.8750000000,0.8750000000,1.0000000000,0.1446248816,0.8553751184,0.1636292020,0.8363707980,-0.0000000000,1.0000000000,0.1400058108,0.8599941892,0.1172598816,0.8827401184,0.0233184722,0.9766815278,0.1039565893,0.8960434107,0.0851888791,0.9148111209,0.1128324756,0.8871675244,0.9189189189,1.0000000000,1,0.8812159793,0.9889727885,0.0294532895,0.9796211359,5,5,,1,1,,,,,,0.8957500000,0.3266794542,0.8988000000,0.3152426699
132,37,32,6,0.9189189189,0.9062500000,0.9062500000,1.0000000000,0.1222112661,0.8777887339,0.1351216751,0.8648783249,-0.0000000000,1.0000000000,0.0954403148,0.9045596852,0.0875744791,0.9124255209,0.0676076117,0.9323923883,0.0052795076,0.9947204924,0.0668429767,0.9331570233,0.0041083532,0.9958916468,0.9189189189,1.0000000000,1,0.8676990691,0.9803013063,0.0568094927,0.9736481033,1,1,,1,1,,,,,,0.9200333333,0.2529935075,0.9231000000,0.2422624319
133,37,32,4,0.7567567568,0.7812500000,0.7812500000,1.0000000000,0.3754237558,0.6245762442,0.3377518476,0.6622481524,-0.0000000000,1.0000000000,0.1521039159,0.8478960841,0.1297453898,0.8702546102,0.1095700800,0.8904299200,0.0152039375,0.9847960625,0.1169358674,0.8830641326,0.0121747942,0.9878252058,0.7567567568,1.0000000000,1,0.7120342360,0.8420060367,0.3098404857,0.7822077810,1,1,,1,0,,,,,,0.9203333333,0.2512964262,0.9231000000,0.2406245082
134,37,37,3,0.6756756757,0.6756756757,0.6756756757,1.0000000000,0.4579629677,0.5420370323,0.4579629677,0.5420370323,-0.0000000000,1.0000000000,0.2850951982,0.7149048018,0.2850951982,0.7149048018,0.2608468654,0.7391531346,0.0024720437,0.9975279563,0.2085208777,0.7914791223,0.0020558450,0.9979441550,0.6756756757,1.0000000000,1,0.8709878015,0.9825638325,0.0481226198,0.9736634829,1,1,,1,0,,,,,,0.9229166667,0.2457558529,0.9262000000,0.2349612818
135,37,20,4,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0588409551,0.9411590449,0.0672765675,0.9327234325,0.0398907908,0.9601092092,0.0123959744,0.9876040256,0.0427199427,0.9572800573,0.0114121502,0.9885878498,1.0000000000,1.0000000000,1,0.8910712850,0.9814659065,0.0550978283,0.9769329604,1,1,,1,1,,,,,,0.9226000000,0.2478680055,0.9261000000,0.2365292565
136,37,36,5,0.6216216216,0.6388888889,0.6388888889,1.0000000000,0.4693488799,0.5306511201,0.4595386743,0.5404613257,-0.0000000000,1.0000000000,0.3495391700,0.6504608300,0.3486546634,0.6513453366,0.2817541870,0.7182458130,0.0584589803,0.9415410197,0.2898286219,0.7101713781,0.0516387995,0.9483612005,0.6216216216,1.0000000000,1,0.9036011040,0.9671810444,0.0733564243,0.9464557125,5,5,,0,0,,,,,,0.9239000000,0.2435742891,0.9265000000,0.2330439253
137,37,25,5,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0672682611,0.9327317389,0.0717794829,0.9282205171,0.0425258202,0.9574741798,0.0114302326,0.9885697674,0.0376985267,0.9623014733,0.0092677209,0.9907322791,1.0000000000,1.0000000000,1,0.9297475811,0.9982537657,0.0066781319,0.9975475030,1,1,,1,1,,,,,,0.9237666667,0.2450465031,0.9251000000,0.2347228280
138,37,11,3,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0376569136,0.9623430864,0.0448663147,0.9551336853,0.0278289150,0.9721710850,0.0072649260,0.9927350740,0.0239272298,0.9760727702,0.0074353389,0.9925646611,1.0000000000,1.0000000000,1,0.9478901790,0.9966755306,0.0121893940,0.9954121153,1,1,,1,1,,,,,,0.9247333333,0.2433633228,0.9296000000,0.2302893959
139,37,35,6,0.9459459459,0.9428571429,0.9428571429,1.0000000000,0.0913249256,0.9086750744,0.0951246156,0.9048753844,-0.0000000000,1.0000000000,0.0755987087,0.9244012913,0.0784598188,0.9215401812,0.0511319905,0.9488680095,0.0021349024,0.9978650976,0.0423207979,0.9576792021,0.0019034572,0.9980965428,0.9459459459,1.0000000000,1,0.9450662149,0.9987287518,0.0046916869,0.9979546175,6,6,,1,1,,,,,,0.9247833333,0.2409025991,0.9266000000,0.2300722006
140,37,36,5,0.9189189189,0.9166666667,0.9166666667,1.0000000000,0.1446248816,0.8553751184,0.1476075006,0.8523924994,-0.0000000000,1.0000000000,0.1342735475,0.8657264525,0.1370427327,0.8629572673,0.1123757107,0.8876242893,0.0044491919,0.9955508081,0.0844390759,0.9155609241,0.0036271140,0.9963728860,0.9189189189,1.0000000000,1,0.8689027126,0.9904111897,0.0304249722,0.9858789540,1,1,,1,1,,,,,,0.9257333333,0.2386747041,0.9280000000,0.2283622174
141,37,18,3,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0436226339,0.9563773661,0.0488582329,0.9511417671,0.0414407755,0.9585592245,0.0009024624,0.9990975376,0.0284545320,0.9715454680,0.0008652606,0.9991347394,1.0000000000,1.0000000000,1,0.9377104423,0.9952921454,0.0169491723,0.9940189703,1,1,,1,1,,,,,,0.9238666667,0.2438050280,0.9275000000,0.2323453043
142,37,23,5,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0416443969,0.9583556031,0.0312080422,0.9687919578,0.0213520037,0.9786479963,0.0005495755,0.9994504245,0.0226367094,0.9773632906,0.0004464063,0.9995535937,1.0000000000,1.0000000000,1,0.9569038945,0.9992680551,0.0031261766,0.9990166122,1,1,,1,1,,,,,,0.9171333333,0.2571263583,0.9199000000,0.2452750395
143,37,32,5,0.5405405405,0.5937500000,0.5937500000,0.8000000000,0.5556460492,0.4443539508,0.5105264330,0.4894735670,0.2173220113,0.7826779887,0.3492932701,0.6507067299,0.3230745964,0.6769254036,0.2704708669,0.7295291331,0.0930140275,0.9069859725,0.2937499078,0.7062500922,0.0776764681,0.9223235319,0.5405405405,0.8000000000,1,0.8106016890,0.8585414245,0.2659662477,0.8130854692,1,1,,0,0,,,,,,0.9243000000,0.2396824249,0.9275000000,0.2290246068
144,37,18,4,0.8918918919,0.9444444444,0.9444444444,1.0000000000,0.2138514534,0.7861485466,0.0931818571,0.9068181429,-0.0000000000,1.0000000000,0.1430377583,0.8569622417,0.0908205093,0.9091794907,0.0601148259,0.9398851741,0.0015226514,0.9984773486,0.0800917762,0.9199082238,0.0014383331,0.9985616669,0.8918918919,1.0000000000,1,0.8906431561,0.9936097144,0.0211616142,0.9911749386,5,5,,1,1,,,,,,0.9248666667,0.2405918924,0.9281000000,0.2297340793
145,37,15,3,0.8648648649,1.0000000000,1.0000000000,1.0000000000,0.2501784998,0.7498215002,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.1717952151,0.8282047849,0.0700981371,0.9299018629,0.0468063664,0.9531936336,0.0038466507,0.9961533493,0.1010820706,0.8989179294,0.0043563801,0.9956436199,0.8648648649,1.0000000000,1,0.9023957173,0.9973919975,0.0094711835,0.9962691357,4,4,,1,1,,,,,,0.9209000000,0.2530890059,0.9237000000,0.2404912200
146,37,17,5,0.8918918919,0.9411764706,0.9411764706,1.0000000000,0.1751659462,0.8248340538,0.0971595259,0.9028404741,-0.0000000000,1.0000000000,0.1402182772,0.8597817228,0.1090496397,0.8909503603,0.0474874029,0.9525125971,0.0163358505,0.9836641495,0.0954239868,0.9045760132,0.0128193263,0.9871806737,0.8918918919,1.0000000000,1,0.8546375857,0.9921770831,0.0251374763,0.9890935002,1,1,,1,1,,,,,,0.9187500000,0.2540926451,0.9246000000,0.2421427744
147,37,26,4,0.4864864865,0.5000000000,0.5000000000,0.7500000000,0.6053706052,0.3946293948,0.5522666704,0.4477333296,0.2442190503,0.7557809497,0.3768357529,0.6231642471,0.3267846965,0.6732153035,0.2876083101,0.7123916899,0.1038228236,0.8961771764,0.3716151854,0.6283848146,0.0998883065,0.9001116935,0.4864864865,0.7500000000,1,0.7551728383,0.8611964608,0.2346426875,0.7620000935,8,8,,0,0,,,,,,0.9273333333,0.2322052053,0.9286000000,0.2225621251
148,37,10,2,0.7837837838,0.7000000000,0.7000000000,1.0000000000,0.3112705902,0.6887294098,0.3482253729,0.6517746271,-0.0000000000,1.0000000000,0.2031253607,0.7968746393,0.1979554580,0.8020445420,0.1754411635,0.8245588365,0.0012166218,0.9987833782,0.1340477450,0.8659522550,0.0014388402,0.9985611598,0.7837837838,1.0000000000,1,0.8960791724,0.9828445825,0.0453252555,0.9703667511,1,1,,1,0,,,,,,0.9137833333,0.2729930255,0.9160000000,0.2638609659
149,37,13,2,0.9729729730,1.0000000000,1.0000000000,1.0000000000,0.0539614531,0.9460385469,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0599145496,0.9400854504,0.0362326752,0.9637673248,0.0278846742,0.9721153258,0.0005383505,0.9994616495,0.0323348902,0.9676651098,0.0006521970,0.9993478030,0.9729729730,1.0000000000,1,0.9497110847,0.9995340621,0.0020804495,0.9993390978,1,1,,1,1,,,,,,0.9271500000,0.2343404026,0.9311000000,0.2219374595
150,37,37,4,1.0000000000,1.0000000000,1.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,-0.0000000000,1.0000000000,0.0380060370,0.9619939630,0.0380060370,0.9619939630,0.0288298361,0.9711701639,0.0002533950,0.9997466050,0.0188802057,0.9811197943,0.0002562740,0.9997437260,1.0000000000,1.0000000000,1,0.9634819037,0.9987923608,0.0049781238,0.9984517137,1,1,,1,1,,,,,,0.9268000000,0.2335248643,0.9289000000,0.2230594039
